"","CGid","SYMBOL","GeneRegionID","seqnames","CGstart","CGend","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","ENTREZID","transcriptId","distanceToTSS","ENSEMBL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances","genic","Intergenic","Promoter","fiveUTR","threeUTR","Exon","Intron","downstream","distal_intergenic","main_Categories","CpGislandseqnames","CpGislandstart","CpGislandend","CpGislandwidth","CpGislandstrand","CpGislandlen","CpGislandcount","CpGislandgc","CpGislandoe","CpGislandden","CpGislandpvalue","CpGisland","CGIslandNess","stackHMM","repeatElements","PMDstatus","PMDstatusDetailed","WCGW_inCommonPMDs","WCGW_GenomWide"
"5213","cg03816209","DNAJB5","DNAJB5_Exon","chr9",34990808,34990809,51,"-","Exon (uc003zvs.4/25822, exon 2 of 5)",9,34989638,34998430,8793,1,"25822","uc003zvs.4",1170,"ENSG00000137094","DnaJ heat shock protein family (Hsp40) member B5","uc003zvs.4;uc003zvt.3;uc011los.2","25822;25822;25822","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm4",NA,"PMD","commonPMD",NA,NA
"5214","cg03816558","LINC01994","LINC01994_Promoter","chr3",182209009,182209010,50,"+","Promoter (4-5kb)",3,182164758,182204150,39393,2,"401103","uc021xib.2",-4810,"ENSG00000241098","long intergenic non-protein coding RNA 1994","uc021xib.2","401103","-4810",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA17",NA,"PMD","commonPMD",NA,NA
"5215","cg03817728","RBM10","RBM10_Intron","chrX",47034352,47034353,50,"-","Intron (uc004dhe.2/8241, intron 6 of 7)",23,47004617,47038562,33946,1,"8241","uc004dhe.2",29737,"ENSG00000182872","RNA binding motif protein 10","uc004dhe.2;uc004dhf.3;uc004dhg.3;uc004dhh.3;uc004dhi.3;uc010nhq.3","8241;8241;8241;8241;8241;8241","0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron","X",47034326,47034503,178,"*",178,14,0.595505617977528,0.892230576441103,0.0786516853932584,1.36860921938051e-08,"CpGisland","+","TxEx3",NA,NA,NA,NA,NA
"5216","cg03819692","LINC00304","LINC00304_Exon","chr16",89225639,89225640,51,"+","Promoter (<=1kb)",16,89225628,89230083,4456,1,"283860","uc002fms.3",0,"ENSG00000180422","long intergenic non-protein coding RNA 304","uc002fmp.3;uc010cig.2;uc010cih.2;uc010cii.3;uc021tmq.1;uc031qxj.1;uc002fms.3","197322;197322;197322;197322;197322;197322;283860","0;0;0;0;0;22633;0",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HET2",NA,"HMD","commonHMD",NA,NA
"5217","cg03819788","FIGN","FIGN_Intergenic_upstream","chr2",164922648,164922649,50,"-","Distal Intergenic",2,164464118,164592513,128396,2,"55137","uc002uck.1",-330186,"ENSG00000182263","fidgetin, microtubule severing factor",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk4",NA,"PMD","commonPMD",NA,NA
"5218","cg03820088","TRA2A","TRA2A_Exon","chr7",23561848,23561849,50,"+","Exon (uc011jzb.2/29896, exon 3 of 10)",7,23544401,23571656,27256,2,"29896","uc003swi.3",9808,"ENSG00000164548","transformer 2 alpha homolog","uc003swi.3;uc011jzb.2;uc011jzc.3;uc011jzd.3;uc010kuo.1","29896;29896;29896;29896;29896","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx4",NA,"HMD","neither",NA,"WCGW"
"5219","cg03821480","TLE3","TLE3_Intergenic_downstream","chr15",70283693,70283694,50,"-","Distal Intergenic",15,70358353,70366946,8594,2,"7090","uc010bim.1",83251,"ENSG00000140332","TLE family member 3, transcriptional corepressor",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","ReprPC7",NA,"PMD","neither",NA,NA
"5220","cg03821809","RNF139","RNF139_Exon","chr8",125499607,125499608,51,"+","Exon (uc003yrc.3/11236, exon 2 of 2)",8,125487008,125500859,13852,1,"11236","uc003yrc.3",12549,"ENSG00000170881","ring finger protein 139","uc003yrc.3;uc003yrd.2;uc003yre.2;uc010mdm.2","11236;83940;83940;83940","0;51722;51722;51722",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx1",NA,"HMD","neither",NA,NA
"5221","cg03822053","IRX6","IRX6_Intergenic_upstream","chr16",55256831,55256832,50,"+","Distal Intergenic",16,55358471,55364664,6194,1,"79190","uc002ehx.3",-101640,"ENSG00000159387","iroquois homeobox 6",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk8",NA,"PMD","commonPMD",NA,NA
"5222","cg03822661","NASP","NASP_threeUTR","chr1",46074105,46074106,51,"-","3' UTR",1,46049660,46084578,34919,1,"4678","uc001coi.2",24445,"ENSG00000132780","nuclear autoantigenic sperm protein","uc010olq.2;uc021omz.1;uc001coi.2;uc001coj.2;uc010olr.2;uc001cok.2;uc001col.2","4678;4678;4678;4678;4678;4678;4678","0;0;0;0;0;0;-2980",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"threeUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh6",NA,"HMD","commonHMD",NA,NA
"5223","cg03823398","LINC00348","LINC00348_Intergenic_downstream","chr13",71891253,71891254,50,"-","Distal Intergenic",13,71589273,71742549,153277,1,"100885781","uc031qmd.1",301980,"ENSG00000226846","long intergenic non-protein coding RNA 348",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA15",NA,"PMD","commonPMD","WCGW","WCGW"
"5224","cg03824676","RBM39","RBM39_fiveUTR","chr20",34327405,34327406,50,"+","5' UTR",20,34291531,34330158,38628,2,"9584","uc010gfn.3",2753,"ENSG00000131051","RNA binding motif protein 39","uc010gfn.3;uc002xeb.3;uc002xec.3;uc002xed.3;uc002xee.3;uc002xef.3;uc002xeg.3;uc010zvm.2;uc010zvn.2","9584;9584;9584;9584;9584;9584;9584;9584;9584","0;0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx4",NA,"HMD","commonHMD",NA,NA
"5225","cg03826688","LMO3","LMO3_Intron","chr12",16756662,16756663,50,"+","Intron (uc001rdj.2/55885, intron 1 of 3)",12,16701306,16758313,57008,2,"55885","uc001rdj.2",1651,"ENSG00000048540","LIM domain only 3","uc001rdj.2;uc010shy.2;uc001rdk.2;uc001rdl.2;uc009zii.2;uc010shz.2;uc001rdm.2;uc001rdn.2;uc001rdo.2;uc001rdp.2;uc009zij.2;uc009zik.2","55885;55885;55885;55885;55885;55885;55885;55885;55885;55885;55885;55885","0;0;0;0;0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","BivProm3",NA,"PMD","neither",NA,NA
"5226","cg03826754","GTDC1","GTDC1_Intron","chr2",144715329,144715330,50,"+","Intron (uc002tvo.3/79712, intron 6 of 8)",2,144703581,145090083,386503,2,"79712","uc002tvr.3",374754,"ENSG00000121964","glycosyltransferase like domain containing 1","uc002tvo.3;uc021vqf.1;uc002tvp.3;uc002tvr.3;uc002tvs.3;uc010fnn.3;uc010fno.3;uc021vqg.1","79712;79712;79712;79712;79712;79712;79712;79712","0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhWk4",NA,"HMD","neither",NA,NA
"5227","cg03827266","SASH1","SASH1_Intergenic_upstream","chr6",148305269,148305270,50,"-","Distal Intergenic",6,148663729,148873184,209456,1,"23328","uc003qme.1",-358458,"ENSG00000111961","SAM and SH3 domain containing 1",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA2",NA,"PMD","neither",NA,NA
"5228","cg03829908","COLGALT1","COLGALT1_Exon","chr19",17690339,17690340,51,"-","Exon (uc002nhc.1/79709, exon 10 of 12)",19,17666511,17693965,27455,1,"79709","uc002nhc.1",23828,"ENSG00000130309","collagen beta(1-O)galactosyltransferase 1","uc002nhc.1;uc010eax.1","79709;79709","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TxEnh5",NA,"HMD","commonHMD",NA,NA
"5229","cg03829928","NR4A2","NR4A2_Exon","chr2",157197892,157197893,51,"+","Promoter (8-9kb)",2,157180944,157189287,8344,2,"4929","uc010zcf.2",-8555,"ENSG00000153234","nuclear receptor subfamily 4 group A member 2",NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","PromF3",NA,"HMD","neither",NA,NA
"5230","cg03830199","TGFB2","TGFB2_Exon","chr1",218520166,218520167,51,"+","Exon (uc001hll.3/7042, exon 1 of 3)",1,218518676,218617961,99286,1,"7042","uc001hlm.3",1440,"ENSG00000092969","transforming growth factor beta 2","uc001hll.3;uc001hlm.3;uc001hln.3;uc001hlo.3;uc010pue.2;uc031psd.1","7042;7042;7042;7042;7042;728463","0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon","1",218520064,218520167,104,"*",104,10,0.586538461538462,1.12554112554113,0.0961538461538462,4.44764532367194e-07,"CpGisland","+","PromF5",NA,"HMD","neither",NA,NA
"5231","cg03830212","PPP2R2A","PPP2R2A_Intron","chr8",25793141,25793142,51,"-","Intron (uc003xek.3/5520, intron 7 of 10)",8,25230075,26230195,1000121,1,"5520","uc003xek.3",563066,"ENSG00000221914","protein phosphatase 2 regulatory subunit Balpha","uc003xek.3;uc003xes.2","5520;64641","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BivProm3",NA,"PMD","commonPMD",NA,NA
"5232","cg03830740","MINDY3","MINDY3_Exon","chr10",15880245,15880246,50,"+","Exon (uc001iod.1/80013, exon 5 of 15)",10,15820175,15902519,82345,2,"80013","uc001iod.1",22223,"ENSG00000148481","MINDY lysine 48 deubiquitinase 3","uc001iod.1;uc001ioe.1","80013;80013","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tx4",NA,"HMD","neither",NA,NA
"5233","cg03830866","HCRTR2","HCRTR2_Exon","chr6",55039493,55039494,51,"+","Promoter (<=1kb)",6,55039071,55147418,108348,1,"3062","uc003pcl.3",372,"ENSG00000137252","hypocretin receptor 2","uc003pcl.3;uc010jzv.3","3062;3062","0;0",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon","6",55039481,55039662,182,"*",182,14,0.604395604395604,0.843429328037074,0.0769230769230769,1.82957670187849e-08,"CpGisland","-","BivProm2",NA,"PMD","commonPMD",NA,NA
"5234","cg03833239","MCTP1","MCTP1_Intron","chr5",94227982,94227983,50,"+","Intron (uc003kku.2/79772, intron 4 of 15)",5,94042289,94620279,577991,2,"79772","uc003kkx.2",392297,"ENSG00000175471","multiple C2 and transmembrane domain containing 1","uc003kku.2;uc003kkv.2;uc003kkw.2;uc003kkx.2;uc003kkz.2","79772;79772;79772;79772;79772","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TxWk2",NA,"PMD","commonPMD",NA,NA
"5235","cg03833486","ANK2","ANK2_Exon","chr4",114253186,114253187,50,"-","Exon (uc003ibc.2/287, exon 29 of 31)",4,113739239,114257213,517975,1,"287","uc003ibc.2",513898,"ENSG00000145362","ankyrin 2","uc003ibc.2;uc003ibd.4;uc011cgb.1;uc003ibe.4;uc003ibf.4;uc011cgc.2;uc003ibg.4","287;287;287;287;287;287;287","0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","TxEnh5",NA,"PMD","commonPMD",NA,NA
"5236","cg03833577","ZFPM2","ZFPM2_Intron","chr8",106521020,106521021,51,"-","Intron (uc003ymd.3/23414, intron 3 of 7)",8,106331147,106816767,485621,1,"23414","uc003ymd.3",189873,"ENSG00000169946","zinc finger protein, FOG family member 2","uc003ymd.3","23414","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA17","Low_complexity","PMD","commonPMD",NA,NA
"5237","cg03834124","RASEF","RASEF_Intergenic_downstream","chr9",85376354,85376355,50,"+","Distal Intergenic",9,85594500,85678043,83544,2,"158158","uc004amo.2",301639,"ENSG00000165105","RAS and EF-hand domain containing",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk5",NA,"PMD","neither",NA,"WCGW"
"5238","cg03834148","PBX1","PBX1_Intron","chr1",164681490,164681491,50,"-","Intron (uc001gcs.3/5087, intron 2 of 7)",1,164528597,164821060,292464,1,"5087","uc001gcs.3",152895,"ENSG00000185630","PBX homeobox 1","uc001gcs.3;uc001gct.3;uc010pku.2;uc010pkv.2;uc010pkw.1","5087;5087;5087;5087;5087","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","EnhA2",NA,"HMD","commonHMD",NA,NA
"5239","cg03834350","NCAM1-AS1","NCAM1-AS1_fiveUTR","chr11",113144297,113144298,50,"-","Promoter (<=1kb)",11,113140254,113144623,4370,2,"100288346","uc021qqr.1",275,NA,"NCAM1 antisense RNA1","uc021qqr.1;uc001pnq.3;uc001pnr.3;uc021qqp.1;uc001pns.3;uc001pnt.3","100288346;4684;4684;4684;4684;4684","0;0;0;0;0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TxWk2",NA,"PMD","neither",NA,NA
"5240","cg03835304","RBBP6","RBBP6_Exon","chr16",24579195,24579196,50,"-","Exon (uc010vcb.1/5930, exon 14 of 15)",16,24549014,24581820,32807,1,"5930","uc010vcb.1",30132,"ENSG00000122257","RB binding protein 6, ubiquitin ligase","uc010vcb.1;uc002dmh.3;uc002dmi.3;uc010bxr.3;uc002dmk.3","5930;5930;5930;5930;5930","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx7",NA,"HMD","commonHMD",NA,NA
"5241","cg03836368","PEX14","PEX14_Intron","chr1",10573884,10573885,50,"-","Intron (uc001arl.3/5195, intron 2 of 2)",1,10535003,10690815,155813,1,"5195","uc001arn.3",38883,"ENSG00000142655","peroxisomal biogenesis factor 14","uc001arl.3;uc001arm.1;uc009vmu.1;uc001arn.3;uc009vmv.3;uc010oam.2;uc010oan.2","5195;5195;5195;5195;5195;5195;5195","0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","TxEnh2",NA,"HMD","commonHMD",NA,NA
"5242","cg03837769","NHS","NHS_Intron","chrX",17673965,17673966,50,"+","Intron (uc004cxx.3/4810, intron 1 of 7)",23,17393543,17754113,360571,1,"4810","uc004cxx.3",280424,"ENSG00000188158","NHS actin remodeling regulator","uc004cxx.3;uc011mix.2;uc004cxy.3;uc004cxz.3","4810;4810;4810;4810","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BivProm1",NA,NA,NA,NA,NA
"5243","cg03839241","USP3","USP3_fiveUTR","chr15",63824851,63824852,51,"+","5' UTR",15,63796710,63886839,90130,1,"9960","uc002amf.4",28091,"ENSG00000140455","ubiquitin specific peptidase 3","uc010uii.2;uc002amf.4;uc002amg.4;uc002amh.4;uc010uij.3;uc010uik.3;uc010bgs.4;uc002ami.4","9960;9960;9960;9960;9960;9960;9960;9960","0;0;0;0;0;0;0;-4373",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh2",NA,"HMD","commonHMD",NA,NA
"5244","cg03839639","ST8SIA3","ST8SIA3_Exon","chr18",55024205,55024206,50,"+","Exon (uc002lgn.3/51046, exon 3 of 4)",18,55019721,55036161,16441,1,"51046","uc002lgn.3",4434,"ENSG00000177511","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3","uc002lgn.3","51046","0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","ReprPC4",NA,"PMD","commonPMD",NA,NA
"5245","cg03840462","BCOR","BCOR_Intron","chrX",40013580,40013581,50,"+","Intron (uc004deo.4/54880, intron 1 of 13)",23,39910499,40036582,126084,2,"54880","uc004deo.4",23002,"ENSG00000183337","BCL6 corepressor","uc004deo.4;uc004dep.4","54880;54880","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron","X",40013576,40013668,93,"*",93,14,0.698924731182796,1.23529411764706,0.150537634408602,1.17690774285599e-12,"CpGisland","+","TSS2",NA,NA,NA,NA,NA
"5246","cg03842440","PDZRN4","PDZRN4_fiveUTR","chr12",41831532,41831533,51,"-","Promoter (<=1kb)",12,41831541,41968392,136852,1,"29951","uc001rmq.4",0,"ENSG00000165966","PDZ domain containing ring finger 4","uc010skn.2;uc001rmq.4;uc009zjz.3","29951;29951;29951","0;0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA19",NA,"PMD","commonPMD",NA,NA
"5247","cg03843323","LINC00924","LINC00924_Exon","chr15",96041047,96041048,50,"+","Exon (uc002btn.3/145820, exon 4 of 7)",15,95976322,96051076,74755,1,"145820","uc002btn.3",64727,"ENSG00000259134","long intergenic non-protein coding RNA 924","uc002btn.3;uc010urh.2","145820;145820","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhWk4",NA,"PMD","commonPMD",NA,NA
"5248","cg03843584","ATP5MC2","ATP5MC2_Promoter","chr12",54071240,54071241,51,"-","Promoter (<=1kb)",12,54058944,54070512,11569,2,"517","uc001sed.3",-778,"ENSG00000135390","ATP synthase membrane subunit c locus 2","uc001sec.3;uc001sed.3;uc009znc.3","517;517;517","-1131;-728;-728",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter","12",54070889,54071301,413,"*",413,39,0.619854721549637,0.989130434782609,0.0944309927360775,5.11519609290928e-26,"CpGisland",NA,"PromF5",NA,"HMD","commonHMD",NA,NA
"5249","cg03843987","MIR3134","MIR3134_Exon","chr9",115013271,115013272,50,"-","Exon (uc004bfv.3/9991, exon 7 of 14)",9,114758832,115112545,353714,2,"100422990","uc022bma.1",99223,"ENSG00000264354","microRNA 3134","uc022bma.1;uc004bfv.3;uc004bfw.3;uc004bfx.3;uc004bfy.3;uc004bfz.3;uc011lwu.2","100422990;9991;9991;9991;9991;9991;9991","0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TxEnh4",NA,"HMD","commonHMD",NA,NA
"5250","cg03844863","PDZD2","PDZD2_Exon","chr5",31983313,31983314,51,"-","Exon (uc003jhl.3/23037, exon 3 of 25)",5,31639517,32111038,471522,1,"23037","uc003jhl.3",343796,"ENSG00000133401","PDZ domain containing 2","uc003jhl.3;uc003jhm.3;uc011cnx.1","23037;23037;23037","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","EnhWk2",NA,"PMD","commonPMD",NA,NA
"5251","cg03845687","DOT1L","DOT1L_Exon","chr19",2194523,2194524,51,"+","Exon (uc002lvb.4/84444, exon 7 of 28)",19,2164148,2232577,68430,1,"84444","uc002lvb.4",30325,"ENSG00000104885","DOT1 like histone lysine methyltransferase","uc002lvb.4","84444","0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon","19",2194360,2194526,167,"*",167,12,0.598802395209581,0.806763285024155,0.0718562874251497,5.32227733399816e-07,"CpGisland","+","Tx5",NA,"HMD","commonHMD",NA,NA
"5252","cg03845879","PTGFRN","PTGFRN_threeUTR","chr1",117529750,117529751,51,"-","3' UTR",1,117452689,117532972,80284,1,"5738","uc001egv.1",77061,"ENSG00000134247","prostaglandin F2 receptor inhibitor","uc001egv.1","5738","0",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"threeUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh6",NA,"HMD","commonHMD",NA,NA
"5253","cg03846171","NOG","NOG_Intergenic_downstream","chr17",54674391,54674392,51,"+","Distal Intergenic",17,54671060,54672951,1892,1,"9241","uc002iup.2",3281,"ENSG00000183691","noggin","uc002iup.2","9241","0",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream","17",54674159,54674402,244,"*",244,22,0.639344262295082,0.931944444444444,0.0901639344262295,1.78451587412341e-14,"CpGisland","+","BivProm1",NA,"PMD","commonPMD",NA,NA
"5254","cg03846926","SKIDA1","SKIDA1_fiveUTR","chr10",21807211,21807212,50,"+","5' UTR",10,21802409,21814611,12203,2,"387640","uc009xkd.3",7401,"ENSG00000180592","SKI/DACH domain containing 1","uc009xkd.3","387640","0",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PromF5",NA,"HMD","commonHMD",NA,NA
"5255","cg03847707","RBM46","RBM46_threeUTR","chr4",155749093,155749094,51,"-","3' UTR",4,155702424,155749965,47542,1,"166863","uc003ioo.4",46669,"ENSG00000151962","RNA binding motif protein 46","uc003ioo.4;uc011cim.2;uc003iop.2","166863;166863;166863","0;0;0",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"threeUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Acet3",NA,"PMD","commonPMD",NA,NA
"5256","cg03847760","WDR7","WDR7_Intron","chr18",54528478,54528479,50,"+","Intron (uc010dpk.1/23335, intron 19 of 19)",18,54318616,54697036,378421,1,"23335","uc002lgk.1",209813,"ENSG00000091157","WD repeat domain 7","uc010dpk.1;uc002lgk.1;uc002lgl.1","23335;23335;23335","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA6",NA,"HMD","commonHMD",NA,NA
"5257","cg03848010","KCNC1","KCNC1_threeUTR","chr11",17803287,17803288,50,"-","3' UTR",11,17757495,17804602,47108,1,"3746","uc009yhc.1",45743,"ENSG00000129159","potassium voltage-gated channel subfamily C member 1","uc001mnk.4;uc009yhc.1;uc001mnl.1","3746;3746;3746","0;0;0",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"threeUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","ReprPC7",NA,"HMD","commonHMD",NA,NA
"5258","cg03848145","C1orf52","C1orf52_Exon","chr1",85724702,85724703,50,"+","Promoter (<=1kb)",1,85715637,85725355,9719,2,"148423","uc001dkv.3",653,"ENSG00000162642","chromosome 1 open reading frame 52","uc001dkv.3;uc001dkw.3;uc001dkx.4;uc009wcn.3","148423;148423;148423;148423","0;0;0;0",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","PromF6",NA,"HMD","commonHMD",NA,NA
"5259","cg03849023","TSC22D1","TSC22D1_Intron","chr13",45009635,45009636,50,"+","Intron (uc001uzm.4/8848, intron 2 of 2)",13,45006279,45150701,144423,2,"8848","uc001uzn.4",141066,"ENSG00000102804","TSC22 domain family member 1","uc001uzm.4;uc021riz.1;uc021rja.1;uc001uzn.4;uc001uzo.2","8848;8848;8848;8848;8848","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PromF4",NA,"HMD","commonHMD",NA,NA
